result,1,2,3,4,5,6,7,8,9
1,88,85,198,101,38,155,177,123,43
1,185,114,233,186,190,112,135,178,207
1,126,148,139,93,133,217,81,31,32
-1,43,8,196,211,58,104,60,225,3
-1,90,101,16,24,11,216,179,147,222
1,57,176,147,42,200,121,146,77,135
-1,190,47,121,128,193,65,159,180,202
1,91,117,198,98,183,19,57,202,33
-1,68,182,34,91,135,52,113,41,235
1,90,176,112,178,65,174,96,135,3
-1,140,93,63,172,240,36,28,193,121
-1,132,77,95,205,104,73,113,168,30
1,180,177,152,170,62,189,216,205,39
-1,236,120,146,246,160,87,107,237,253
1,160,76,68,108,204,223,22,77,111
-1,2,171,224,1,95,23,140,220,78
-1,126,40,28,143,124,172,174,255,14
-1,146,115,121,95,132,217,227,176,20
-1,152,55,35,230,141,169,112,197,160
1,134,44,96,53,142,159,157,49,42
-1,2,19,127,122,161,19,100,214,55
1,245,192,10,237,87,139,18,121,26
-1,50,18,23,215,159,54,127,125,177
1,244,135,186,227,93,62,63,45,240
1,222,122,235,145,31,115,130,47,84
1,10,226,156,186,199,0,86,77,221
-1,202,69,22,207,212,131,175,129,235
-1,211,27,85,72,185,48,153,236,154
-1,146,3,123,22,131,31,107,150,67
-1,248,97,89,176,22,30,220,239,143
-1,4,50,149,126,221,197,123,93,72
1,55,233,212,253,242,218,76,250,16
1,175,214,161,184,77,145,150,86,194
-1,1,46,148,0,244,71,164,107,124
1,123,50,246,42,153,102,156,32,22
-1,240,6,25,45,226,39,242,174,239
1,190,119,236,140,200,107,59,241,166
-1,249,119,229,234,88,226,141,214,252
1,101,184,255,175,165,176,89,113,141
1,40,243,196,91,252,150,221,58,45
-1,7,54,253,10,53,196,193,11,242
-1,200,110,47,157,47,224,190,233,91
-1,140,224,237,117,181,150,228,253,212
1,161,159,253,60,15,13,135,224,162
1,97,198,213,202,178,74,52,238,41
1,184,128,234,23,12,2,137,219,43
1,93,212,82,233,205,131,251,106,11
1,65,152,223,49,223,87,69,87,239
-1,220,42,44,203,131,196,201,135,73
1,222,173,0,30,80,92,118,17,78
-1,94,97,237,141,244,155,224,250,238
-1,77,16,20,122,192,117,0,133,237
1,220,31,236,61,218,33,213,3,192
1,109,131,232,229,63,104,106,1,54
-1,171,184,186,211,134,75,233,121,215
1,230,65,97,56,1,98,50,48,200
1,238,223,61,33,21,92,192,54,207
-1,121,159,215,41,89,91,190,180,162
1,182,198,180,234,125,79,39,74,140
1,225,221,114,242,107,242,27,182,62
-1,124,112,134,142,158,197,157,12,216
1,99,233,148,173,104,60,15,130,179
-1,163,112,58,69,43,224,252,225,118
-1,56,213,211,231,239,28,84,240,165
-1,243,39,57,188,183,91,143,56,239
1,196,148,247,216,101,234,112,78,35
-1,249,50,49,112,88,125,109,149,152
1,193,101,206,69,151,164,146,145,83
1,154,136,247,231,168,27,45,239,137
1,49,11,164,121,169,96,6,7,163
-1,31,224,22,182,165,163,245,33,26
-1,120,149,36,188,231,218,104,26,225
-1,182,39,253,215,63,237,219,70,223
1,103,113,141,235,202,13,36,203,70
1,81,25,203,137,165,218,131,84,43
-1,46,135,132,81,201,188,40,67,237
-1,87,194,104,56,75,105,255,142,19
-1,101,204,219,130,225,249,245,149,171
-1,11,87,173,45,191,60,251,200,253
1,158,173,133,218,85,50,216,9,47
1,248,3,244,34,132,168,29,231,223
-1,66,32,156,48,26,54,230,186,218
-1,93,22,205,90,187,189,42,246,205
-1,63,112,124,203,164,52,194,119,178
1,193,124,198,195,82,98,168,189,70
-1,12,88,8,4,226,222,198,57,32
1,158,212,221,3,179,234,15,29,129
1,162,135,33,126,16,149,113,12,91
1,189,156,176,246,147,252,4,194,29
1,237,3,24,122,141,213,26,117,10
1,189,219,201,232,68,137,171,152,174
-1,128,16,21,206,99,87,247,97,125
-1,137,74,147,254,67,215,152,94,149
-1,102,174,59,123,246,80,152,36,198
1,203,177,185,38,54,232,76,2,10
-1,119,157,19,78,229,241,130,155,149
1,157,146,170,31,44,129,14,19,90
1,54,222,65,156,249,210,133,35,111
-1,149,40,112,232,147,12,248,58,58
1,251,20,96,255,159,119,23,172,6
-1,88,203,101,55,124,14,254,70,124
-1,141,87,112,91,192,157,246,31,91
1,136,97,139,94,58,104,51,37,206
-1,34,125,3,29,181,196,96,35,50
-1,137,148,170,46,140,34,180,132,244
-1,136,12,113,144,232,100,197,35,172
-1,83,39,248,111,18,141,148,176,118
1,198,156,238,126,76,252,242,62,207
1,255,234,13,62,146,235,129,145,80
1,249,87,112,236,63,189,56,114,221
1,144,26,203,153,187,26,116,28,68
-1,154,99,90,148,216,146,188,218,112
1,103,176,172,26,246,55,54,137,234
-1,135,129,204,119,207,131,178,219,127
1,213,249,232,142,68,106,177,54,45
1,217,130,230,110,229,115,14,25,101
-1,122,92,130,115,211,117,110,254,15
-1,92,1,102,68,91,131,32,139,144
1,228,29,121,64,51,255,226,47,14
-1,93,71,8,104,17,125,102,205,78
-1,85,17,23,150,5,47,72,65,57
-1,173,57,85,17,248,110,135,117,151
-1,30,39,215,176,49,175,48,217,33
1,211,217,182,51,41,225,236,99,22
-1,56,252,31,107,133,156,159,101,197
1,244,33,201,204,24,106,235,137,40
-1,189,11,3,135,146,18,119,230,232
1,50,158,78,200,153,139,0,185,17
1,200,163,7,98,193,218,130,179,16
1,209,73,79,101,42,156,31,156,97
1,254,158,26,52,110,87,174,12,186
1,90,226,78,202,211,72,112,76,137
1,53,177,126,211,176,167,70,240,11
-1,201,15,120,28,174,236,179,166,206
1,185,186,69,199,51,156,124,113,99
-1,58,3,26,180,222,34,178,196,143
1,222,135,61,125,0,94,0,248,149
-1,5,173,14,33,98,44,151,228,24
-1,252,185,138,191,222,205,194,160,223
-1,35,163,145,27,51,26,140,224,184
-1,216,123,71,28,219,147,207,123,151
-1,24,179,52,94,200,86,82,240,93
1,195,111,82,93,159,239,20,14,35
-1,80,84,30,199,147,6,64,79,105
-1,42,235,100,36,99,177,198,173,246
-1,103,118,4,18,104,111,128,47,114
1,175,48,162,35,15,68,191,32,94
1,188,71,146,216,182,164,27,139,87
1,78,236,145,178,34,52,106,70,161
-1,247,1,121,239,117,181,117,170,123
-1,211,136,94,226,18,165,235,213,164
1,2,218,79,211,202,192,112,82,49
-1,46,70,72,229,30,54,38,209,244
-1,66,19,249,208,46,211,46,206,115
-1,255,217,151,235,190,54,240,242,233
1,248,145,96,56,113,201,99,19,245
-1,134,76,74,50,250,207,78,250,163
-1,55,174,194,2,176,5,215,67,196
-1,149,206,192,239,235,136,207,241,219
1,84,162,139,8,16,68,249,105,2
1,175,195,190,237,213,33,62,110,20
-1,36,67,83,52,165,67,243,48,77
-1,14,128,128,90,33,169,58,229,160
1,250,201,112,191,162,247,55,27,35
1,156,224,70,175,29,236,181,2,183
-1,177,36,131,182,49,107,220,96,139
1,57,230,137,217,6,79,2,159,233
1,253,51,158,51,193,93,29,78,43
1,179,203,158,6,209,206,127,55,66
-1,62,218,177,212,130,74,168,98,234
1,230,219,57,222,65,209,49,55,202
-1,41,59,192,208,156,208,26,246,239
1,49,200,211,57,170,85,107,176,139
-1,27,85,178,163,229,24,56,153,206
-1,83,51,110,126,101,178,75,109,106
-1,35,81,138,49,4,46,42,180,130
1,213,180,242,70,188,121,90,216,250
-1,8,178,220,154,187,127,252,45,145
-1,83,60,8,190,2,214,139,104,84
1,147,234,35,88,14,41,197,150,9
1,58,141,133,88,68,164,164,7,106
-1,172,14,229,147,249,241,128,191,153
-1,150,149,52,209,228,59,220,112,20
-1,61,219,40,192,160,205,69,247,143
-1,240,116,99,151,130,197,222,12,254
-1,87,192,227,213,93,178,244,200,67
-1,47,60,96,205,129,254,41,149,213
1,203,99,203,153,54,123,0,77,121
-1,121,40,154,89,67,22,10,167,152
1,13,85,244,212,128,243,92,135,53
1,7,78,166,155,206,23,21,7,187
1,95,252,117,110,195,38,112,32,162
1,187,76,196,63,189,44,13,112,171
-1,202,222,113,224,111,63,142,200,214
1,120,65,242,8,113,25,92,73,177
-1,71,10,197,209,35,52,140,168,238
-1,49,232,150,152,87,19,229,157,99
-1,69,161,248,15,48,208,108,202,192
1,236,11,144,194,9,237,31,151,61
1,90,116,180,49,135,191,38,122,139
1,71,201,228,174,156,119,242,172,10
1,232,225,190,148,86,244,111,35,136
-1,65,115,145,170,128,161,224,168,96
-1,188,233,105,207,59,192,241,191,153
1,179,174,242,253,141,235,5,65,64
1,177,198,161,19,227,41,111,151,38
-1,78,19,145,31,196,192,78,56,249
-1,192,17,66,119,25,166,164,151,50
-1,49,114,95,205,55,190,60,200,64
1,189,219,141,152,230,64,197,154,132
-1,138,86,219,208,137,166,229,158,94
-1,43,82,189,141,82,136,253,129,124
-1,34,8,73,63,232,61,144,70,194
-1,52,157,168,218,158,232,56,165,221
-1,23,33,148,97,84,124,36,155,186
-1,213,81,26,127,125,38,154,242,240
1,143,148,105,39,144,128,18,47,145
1,111,168,163,118,8,160,65,36,77
1,233,82,221,159,230,96,108,195,16
-1,40,29,130,144,202,144,19,224,99
-1,234,77,182,66,146,223,28,246,238
-1,6,80,96,227,19,130,206,140,240
1,106,22,232,22,210,146,175,112,7
-1,162,215,101,140,97,211,143,224,250
1,46,118,103,80,66,235,10,137,15
-1,42,177,8,13,239,11,178,222,141
1,133,252,227,89,197,111,192,29,124
-1,62,30,29,152,91,165,7,238,237
-1,112,190,90,179,233,241,91,137,169
-1,10,243,9,22,182,227,156,216,119
1,194,242,167,102,47,183,45,111,220
-1,198,145,125,15,130,159,226,176,68
1,215,75,161,50,106,61,40,114,64
-1,95,49,157,29,194,126,105,109,245
-1,2,33,3,65,208,2,91,39,199
1,177,250,203,234,87,239,46,133,32
-1,111,47,110,90,206,35,0,241,180
1,254,155,68,54,153,123,194,54,26
1,169,214,154,221,153,213,106,104,212
1,133,253,51,224,215,142,9,139,110
1,149,238,156,111,182,177,231,36,156
-1,112,12,3,53,232,220,197,26,25
1,198,191,134,124,25,13,255,4,228
1,117,153,199,55,168,234,29,252,165
1,105,210,78,246,99,171,106,42,230
1,156,221,119,114,153,20,129,225,41
1,177,244,197,167,79,25,142,209,196
-1,150,107,228,242,221,188,125,153,237
1,140,60,138,187,186,115,52,6,54
1,255,196,226,108,63,154,82,130,38
-1,20,6,61,145,118,236,146,77,181
1,200,9,202,61,224,71,40,110,122
1,239,238,223,159,25,31,18,48,229
-1,228,95,85,17,40,149,163,178,178
1,152,181,110,64,12,25,31,193,190
1,138,188,63,207,39,199,158,4,175
1,148,35,56,206,153,158,29,62,21
1,145,163,122,218,136,192,88,204,70
1,54,63,230,155,216,71,79,12,53
-1,230,135,15,216,138,75,210,239,75
-1,120,12,77,155,20,14,194,138,104
1,165,130,213,71,223,205,1,213,52
-1,173,154,113,140,113,96,169,188,117
1,27,119,237,49,177,238,9,43,71
-1,66,86,67,53,129,109,116,53,122
-1,75,215,56,228,254,148,205,62,160
-1,239,60,200,230,6,117,119,227,245
-1,107,54,83,111,152,65,64,175,138
1,214,217,221,56,146,203,240,68,27
-1,5,217,41,134,188,37,149,242,160
1,171,106,230,254,151,216,83,151,140
1,234,239,149,7,34,85,7,84,189
-1,33,89,82,151,239,160,94,38,105
-1,172,19,246,30,191,126,169,171,193
-1,184,77,98,36,52,108,149,239,15
-1,55,28,202,98,103,129,112,125,138
-1,57,81,165,168,95,239,236,204,218
1,119,147,90,101,206,29,18,153,28
-1,57,39,147,98,240,165,120,165,176
1,237,146,38,98,108,151,85,58,232
-1,106,210,155,35,238,249,113,247,206
-1,245,15,152,127,219,3,45,228,175
1,112,126,16,122,60,12,67,27,83
1,158,146,152,215,254,39,22,39,224
1,221,225,169,108,51,237,145,147,229
1,206,216,226,234,117,248,184,139,188
-1,130,22,3,78,198,112,88,164,247
1,227,21,153,57,37,1,77,89,100
1,166,237,170,212,147,250,200,78,43
1,140,148,181,240,41,162,23,44,49
1,159,162,187,72,149,1,204,66,232
1,240,78,126,171,246,229,145,6,218
-1,35,44,141,9,58,94,210,108,27
1,227,141,100,112,192,159,32,188,121
-1,238,10,117,82,40,67,30,226,237
-1,123,109,169,167,162,220,236,225,255
-1,43,32,84,133,109,6,88,49,73
-1,87,30,215,33,0,90,29,220,200
1,192,118,163,133,33,213,55,144,34
-1,204,169,53,140,209,214,244,160,142
-1,112,215,119,130,232,207,180,178,234
1,95,62,49,213,104,4,2,172,29
1,160,96,187,107,194,52,174,182,37
-1,161,89,36,185,170,174,198,254,185
-1,168,142,181,128,159,30,80,246,240
-1,234,114,51,245,199,11,129,255,92
-1,6,193,5,46,19,74,101,252,226
1,51,237,203,235,249,202,3,54,245
1,207,15,228,44,77,64,86,211,19
1,64,236,231,85,148,198,100,37,72
-1,136,108,12,242,18,68,220,136,223
-1,20,108,63,210,164,237,142,232,29
1,175,230,149,150,100,18,60,226,172
1,19,136,178,53,65,131,121,147,12
1,48,234,184,214,141,225,29,77,116
1,233,31,65,51,215,18,18,158,48
1,128,27,250,109,178,91,26,5,221
-1,52,146,53,190,131,66,86,112,199
-1,201,7,96,151,9,171,145,115,74
-1,47,150,172,234,86,231,157,144,121
-1,123,61,4,38,183,239,151,1,229
-1,13,66,64,46,19,199,112,148,160
1,42,84,26,146,110,109,19,41,70
-1,185,68,92,103,146,213,161,213,240
-1,179,81,185,30,47,224,148,208,119
1,216,142,141,29,200,168,226,59,137
-1,11,26,47,93,142,168,62,156,39
-1,95,55,4,11,215,149,127,17,174
-1,112,84,115,72,198,251,178,53,151
1,2,47,242,133,64,254,213,24,32
1,194,133,237,175,151,140,197,125,228
-1,157,80,248,22,23,114,196,117,246
1,88,161,194,44,214,2,93,181,30
1,186,212,156,220,192,30,159,74,246
1,81,207,242,97,83,185,53,49,168
-1,7,135,30,190,70,237,176,78,233
1,165,2,133,255,150,159,27,30,7
-1,116,4,158,160,48,215,161,184,127
1,21,214,64,9,117,174,3,211,63
-1,229,48,107,197,171,182,247,241,120
1,227,196,19,120,68,85,147,172,86
1,172,174,69,171,112,243,189,83,105
1,189,10,167,205,53,162,134,91,104
1,119,187,86,93,38,202,76,84,230
-1,23,21,145,10,77,66,248,31,137
-1,127,46,176,31,188,26,215,62,126
1,142,219,205,27,100,16,138,13,208
1,7,141,6,87,111,210,33,84,9
1,170,4,215,9,121,185,31,223,115
-1,72,16,127,20,30,140,40,246,221
1,169,200,61,118,239,147,113,101,73
-1,210,84,90,61,204,85,95,139,159
1,157,41,225,111,193,129,10,254,83
1,129,213,33,143,32,249,176,98,84
1,141,219,62,114,144,27,85,150,57
-1,112,28,74,239,147,26,245,92,248
1,87,250,254,95,200,45,178,84,156
-1,70,29,57,226,97,206,27,175,157
-1,32,67,205,188,45,145,155,172,90
-1,152,42,204,114,121,29,182,185,80
1,217,214,145,32,230,247,202,59,162
-1,204,93,148,76,163,176,5,253,216
-1,114,120,2,24,254,230,70,101,229
1,237,167,226,149,68,54,90,87,184
1,233,255,101,150,229,131,158,11,20
1,213,244,246,192,210,195,78,127,119
-1,67,193,62,19,213,154,85,12,252
1,90,212,116,50,210,126,125,108,75
-1,4,145,32,13,243,11,7,126,216
-1,42,128,241,241,118,251,243,119,50
1,86,234,211,151,129,110,233,20,108
-1,148,12,194,120,230,18,148,184,23
-1,25,75,23,254,50,33,26,195,124
-1,134,183,203,163,118,209,240,225,124
1,254,177,115,76,18,108,146,39,57
-1,118,91,140,212,198,4,90,211,120
1,38,152,227,138,47,248,118,174,68
-1,11,180,203,255,150,57,221,226,142
-1,230,169,143,227,65,220,231,254,191
1,237,39,103,138,27,77,237,54,18
-1,57,91,120,114,44,206,202,255,104
1,97,251,18,110,55,96,141,82,13
1,188,96,213,62,110,106,60,237,111
1,151,12,162,0,193,124,39,31,205
1,195,58,167,137,88,166,123,1,183
-1,43,52,18,138,101,159,181,159,164
1,148,202,237,106,231,86,98,207,78
-1,134,12,92,77,78,186,106,121,35
-1,70,38,216,61,210,205,246,209,141
-1,68,96,86,132,188,60,188,183,104
1,250,27,109,57,217,229,184,16,163
-1,96,12,181,244,222,170,83,248,231
-1,35,6,113,91,89,42,132,131,14
1,208,125,230,148,247,135,177,212,145
-1,116,39,204,56,76,153,195,215,237
-1,10,105,20,195,12,129,156,94,148
-1,12,207,87,92,16,14,216,238,126
1,162,28,90,47,211,33,9,20,146
1,154,247,19,65,193,245,128,155,134
-1,49,46,139,184,156,11,140,175,77
1,28,229,202,164,224,85,91,10,174
-1,52,191,19,160,87,116,142,245,2
-1,152,81,32,249,188,19,104,105,224
-1,51,166,54,148,111,54,98,120,131
-1,229,68,188,247,58,157,117,184,223
1,112,176,146,241,78,239,56,34,32
-1,6,177,129,34,96,50,153,223,225
-1,26,20,240,57,239,120,74,138,149
-1,252,43,91,232,6,218,57,231,209
-1,103,182,35,102,57,230,23,108,211
1,217,206,178,214,72,131,69,216,144
1,226,82,34,114,253,34,78,127,81
-1,94,34,74,72,221,223,177,227,164
1,44,82,172,255,100,130,94,35,140
-1,61,71,62,105,89,48,108,47,64
-1,116,236,11,69,48,182,88,243,238
1,143,137,153,51,12,242,99,235,71
1,208,17,226,190,45,54,45,173,104
-1,9,37,228,207,140,131,193,210,158
-1,47,88,28,20,36,83,80,134,103
-1,217,132,145,175,69,73,134,210,177
1,8,204,164,34,107,41,93,162,118
1,166,246,78,129,63,41,165,124,70
-1,193,12,108,155,242,144,123,184,243
1,47,71,190,56,108,131,102,41,99
1,237,167,45,38,212,129,244,34,88
-1,10,109,106,81,137,69,138,232,53
1,252,86,159,206,222,248,36,141,195
-1,74,228,253,198,3,166,173,249,228
-1,94,18,66,36,41,255,124,13,209
1,96,161,203,23,252,208,122,65,61
-1,18,159,6,3,219,237,93,189,211
-1,122,108,193,177,130,144,178,240,209
1,103,44,249,6,20,130,60,37,85
-1,46,120,251,61,157,52,214,191,223
-1,224,101,74,120,156,122,222,34,183
-1,30,200,219,42,35,76,248,64,196
1,106,233,243,47,134,42,228,155,95
1,72,186,121,21,25,78,104,125,81
1,150,198,51,163,27,254,174,118,39
1,183,253,96,210,152,191,212,211,40
-1,20,114,28,19,154,230,142,104,136
1,68,176,74,147,105,126,22,119,42
-1,185,73,163,115,24,224,156,221,205
-1,170,1,79,156,102,192,35,187,135
1,54,124,222,55,21,30,60,11,109
1,178,198,211,96,60,229,134,65,220
-1,197,80,16,178,126,245,6,226,83
-1,25,44,119,105,216,151,229,179,207
1,187,24,255,236,221,142,159,82,57
1,221,116,38,60,98,73,164,44,115
1,236,226,29,148,233,23,218,181,7
1,251,210,94,118,57,79,129,230,153
1,83,206,239,28,18,125,83,3,75
-1,75,33,201,219,142,28,242,94,238
-1,51,128,66,178,128,166,224,146,122
-1,57,44,194,111,217,188,184,160,126
-1,235,87,2,207,66,45,128,161,143
1,84,122,127,13,247,174,145,79,103
1,245,73,216,66,42,43,53,71,110
1,201,115,137,100,185,211,85,117,51
1,93,84,125,143,219,17,162,76,36
-1,254,66,84,244,219,106,136,243,238
-1,19,44,97,132,78,137,85,214,116
1,223,22,109,93,122,145,52,32,94
-1,119,74,168,195,237,96,250,247,98
1,164,28,206,112,45,117,145,91,84
1,202,104,115,106,75,140,42,123,230
-1,52,138,58,23,107,97,85,63,232
-1,85,246,6,78,147,11,139,231,67
-1,178,78,47,123,255,179,128,250,43
1,240,219,38,215,198,130,145,71,19
1,111,230,107,124,40,226,0,70,212
1,180,118,47,146,227,68,49,136,52
1,146,220,101,108,52,52,193,3,87
-1,0,103,201,57,192,155,159,79,165
-1,1,29,132,213,238,42,217,245,83
1,249,56,131,236,19,19,64,116,239
1,12,63,74,74,109,17,50,29,22
-1,58,53,113,73,21,34,146,98,236
-1,112,224,112,231,193,135,135,225,118
-1,2,110,103,186,175,214,93,2,161
-1,187,19,37,247,6,230,167,214,79
1,228,181,132,138,180,159,11,100,114
-1,42,99,99,236,118,74,135,89,229
-1,93,221,89,62,118,197,53,243,139
1,194,226,165,13,250,40,130,28,85
1,78,240,243,150,175,166,196,104,5
1,47,222,170,13,45,251,1,102,239
-1,120,1,166,41,125,220,182,144,77
-1,240,129,23,155,82,200,129,201,123
-1,18,113,139,79,208,128,196,12,72
1,237,154,121,251,198,242,188,93,184
1,253,166,0,182,51,182,80,22,226
1,143,236,102,10,150,147,110,187,88
1,210,168,221,58,237,117,157,124,99
1,137,97,197,241,99,117,84,80,82
1,24,66,183,227,116,140,2,97,56
1,231,249,174,32,27,147,119,249,136
-1,186,220,22,111,47,101,154,241,39
1,198,38,210,225,71,121,6,17,43
1,157,182,137,139,26,29,22,98,188
1,203,204,217,223,35,188,249,183,73
-1,18,126,45,144,125,12,58,67,174
-1,182,93,184,107,172,111,254,227,13
-1,46,158,83,94,155,195,240,153,158
-1,139,49,137,186,52,74,138,88,183
-1,83,69,9,250,248,170,245,24,65
-1,198,107,198,157,130,222,86,238,203
1,242,123,183,216,146,82,14,196,35
-1,2,17,12,211,91,135,153,246,109
-1,22,122,171,10,242,183,103,59,240
1,110,56,188,233,51,201,5,225,93
-1,26,222,0,77,48,177,188,250,124
1,10,189,219,168,31,21,245,112,17
-1,231,55,0,19,22,81,44,182,174
1,109,223,208,172,180,226,145,23,251
-1,178,100,79,239,248,242,126,252,114
1,240,243,214,179,71,66,195,35,122
-1,146,157,12,170,165,10,188,20,168
1,20,41,132,111,233,245,66,52,65
-1,109,108,3,57,191,96,184,235,153
1,230,26,228,90,109,205,114,40,243
1,141,35,229,201,46,181,65,201,42
1,170,23,212,247,55,34,79,135,172
1,176,191,209,224,50,225,120,10,8
1,203,141,203,56,154,142,130,61,4
-1,56,188,45,60,120,13,28,217,95
1,247,33,89,32,84,248,83,41,113
1,161,234,119,153,55,28,27,103,249
1,225,207,159,237,101,168,29,202,49
-1,149,196,94,32,16,43,140,224,235
-1,3,176,12,172,226,43,11,87,96
1,215,192,133,232,228,40,240,168,90
-1,69,161,63,205,220,147,184,46,82
-1,5,95,36,87,238,6,48,214,124
-1,141,95,49,243,221,52,116,248,148
-1,112,141,28,113,110,232,198,220,112
-1,132,118,91,191,47,203,111,246,122
-1,71,122,63,9,7,74,56,77,152
-1,84,130,27,16,213,164,39,216,14
1,149,94,202,66,184,58,115,35,50
1,216,172,69,75,184,88,60,221,153
1,206,162,13,104,247,247,59,204,91
1,227,19,189,202,72,210,0,12,242
-1,7,162,2,41,63,255,151,100,137
1,108,121,244,99,20,84,47,126,16
1,108,201,22,242,86,252,83,30,110
-1,31,115,213,60,197,5,220,236,232
-1,206,125,24,64,163,94,211,176,47
1,21,235,44,69,145,159,28,51,204
1,71,9,250,208,177,104,227,29,67
1,174,161,224,198,50,132,139,83,242
1,190,207,219,211,157,163,187,106,157
-1,138,124,6,152,216,205,191,242,242
1,170,56,210,199,254,11,19,122,200
-1,242,171,12,175,206,244,253,193,34
-1,107,37,199,28,1,138,245,133,144
1,178,223,82,207,46,124,103,145,149
1,234,73,235,63,13,146,186,53,68
1,77,64,176,15,216,151,94,168,2
-1,117,71,109,188,151,48,216,165,30
-1,124,74,13,48,181,217,9,209,22
1,166,205,5,180,220,59,5,173,57
-1,123,135,187,105,201,14,15,235,214
-1,107,172,91,247,197,26,222,225,170
-1,108,51,103,58,98,218,233,27,177
-1,79,230,151,116,14,213,223,125,238
1,183,13,183,229,26,178,247,32,71
-1,142,118,238,119,249,85,169,165,190
1,254,137,25,35,170,106,107,129,55
-1,87,90,74,8,63,152,17,231,95
1,166,156,197,159,244,127,20,186,166
1,112,219,45,227,210,32,81,114,69
-1,155,167,35,104,240,254,248,86,101
1,218,138,137,115,166,250,234,84,130
1,98,184,219,172,2,220,198,75,178
-1,73,100,248,186,88,16,111,147,225
1,187,234,32,112,159,131,220,76,111
-1,31,108,12,118,129,127,181,134,134
-1,168,18,33,238,49,87,91,163,36
-1,21,4,184,169,206,81,104,191,26
1,180,233,127,22,105,138,0,107,145
1,213,18,81,73,99,18,90,7,122
-1,59,84,50,206,139,73,230,202,211
-1,111,131,99,25,227,165,245,160,77
1,45,69,149,229,31,112,44,22,167
-1,97,12,34,160,76,81,38,195,117
-1,255,139,20,250,227,180,19,204,210
1,129,41,221,122,176,62,116,14,158
1,254,184,144,177,27,183,218,27,158
-1,77,23,176,127,99,69,200,118,215
-1,190,102,103,0,237,173,71,234,253
-1,24,145,72,198,92,117,177,117,213
1,206,239,167,151,187,237,60,139,31
-1,22,193,78,2,93,248,249,39,148
1,117,89,211,211,6,193,163,69,131
-1,64,147,69,7,77,63,45,182,90
-1,133,158,173,34,177,17,36,227,222
1,244,128,53,109,165,109,128,3,134
-1,70,126,29,152,180,179,166,90,125
1,25,196,164,233,233,231,14,162,181
1,61,243,214,38,138,109,207,98,185
1,181,138,234,211,99,113,41,149,69
-1,16,187,111,205,44,42,189,237,205
1,107,132,105,197,86,78,109,73,155
1,174,109,251,51,2,141,98,51,46
-1,29,220,63,198,95,170,102,60,219
1,122,254,229,6,209,124,2,168,171
1,187,107,213,56,130,222,169,130,108
-1,61,151,6,168,150,8,237,81,70
-1,49,15,55,232,190,112,183,53,107
-1,17,50,98,233,17,40,32,91,99
-1,96,46,87,76,228,176,147,179,247
-1,168,6,29,47,27,188,60,44,209
-1,131,50,109,235,152,132,41,248,234
1,118,250,80,162,228,91,237,5,133
1,197,220,141,170,66,255,251,172,63
1,161,93,161,176,170,218,75,160,97
1,140,16,113,46,75,158,159,59,8
1,142,87,250,50,141,6,219,118,100
-1,130,91,119,90,131,214,200,163,3
-1,215,53,117,156,183,246,154,250,111
1,227,32,184,43,0,89,100,22,64
1,164,54,101,218,10,221,97,36,42
-1,190,61,154,71,221,211,146,177,108
-1,119,117,43,240,219,217,181,226,75
1,226,137,18,144,230,112,24,61,49
-1,174,94,230,254,133,186,52,238,248
-1,14,114,20,64,39,154,75,104,110
1,201,17,183,197,119,175,6,5,121
1,198,79,147,140,65,170,54,66,33
1,208,113,250,45,238,175,244,149,0
-1,106,48,129,155,146,203,17,242,133
-1,109,41,128,249,177,165,69,164,187
1,235,138,144,187,137,66,12,247,133
-1,152,138,138,109,144,133,152,172,139
1,118,178,102,132,66,182,172,173,51
-1,56,178,138,191,112,255,105,254,129
1,237,90,96,12,21,174,68,89,241
-1,165,171,2,140,120,95,226,198,240
-1,145,81,34,64,182,102,186,92,50
1,198,152,160,254,108,194,176,91,135
1,4,191,189,128,67,80,114,20,243
-1,98,224,78,157,48,26,225,49,136
1,146,173,125,117,164,114,181,6,81
-1,45,137,9,163,152,127,35,127,72
1,64,131,166,129,77,20,4,177,125
1,111,108,73,182,198,7,60,129,66
-1,11,174,72,29,23,90,227,155,118
1,216,56,248,103,29,239,74,130,56
1,186,93,217,57,14,10,53,186,45
1,72,248,187,152,25,5,29,7,55
1,230,56,189,63,107,204,156,82,226
-1,69,243,19,199,187,18,32,221,136
-1,107,37,140,209,244,127,171,255,170
-1,229,51,72,254,58,68,31,198,250
-1,193,82,253,234,156,160,175,244,149
1,119,108,184,33,229,41,67,136,26
1,39,239,245,54,129,111,47,33,12
-1,212,43,81,102,254,138,249,200,13
-1,245,202,68,73,50,193,131,195,234
-1,118,66,247,109,171,131,237,204,93
1,126,187,126,87,125,117,75,193,93
1,63,250,247,100,34,33,244,11,252
-1,148,69,222,40,24,152,216,91,226
1,98,153,225,180,106,249,50,65,228
1,240,7,151,139,99,208,218,125,31
1,150,56,146,67,207,51,229,63,42
1,135,214,62,184,136,211,54,58,156
-1,85,66,45,225,12,60,91,198,16
1,150,165,41,127,148,105,67,123,69
-1,112,67,56,205,247,152,220,82,78
1,82,230,211,232,177,227,172,44,129
1,128,93,206,168,47,146,62,70,39
1,68,49,211,133,21,61,14,18,76
1,8,211,152,210,139,243,93,95,16
-1,240,121,32,249,11,202,145,204,215
1,117,1,215,197,119,11,245,23,24
-1,127,16,32,40,119,119,138,90,203
-1,24,81,32,81,161,51,254,255,89
